card_number,as_of,market_usd,source
ST01-014p2,2026-07-20,4.63,tcgplayer
ST01-014p2,2026-07-27,4.78,tcgplayer
ST01-014p2,2026-08-03,4.78,tcgplayer
ST01-014p2,2026-08-10,4.84,tcgplayer
ST01-014p2,2026-08-17,4.91,tcgplayer
ST01-014p2,2026-08-24,4.91,tcgplayer
ST01-014p2,2026-08-31,4.87,tcgplayer
ST01-014p2,2026-09-05,4.87,limitless
ST02-004,2025-09-08,0.09,tcgplayer
ST02-004,2025-09-15,0.10,tcgplayer
ST02-004,2025-09-22,0.10,tcgplayer
ST02-004,2025-09-29,0.09,tcgplayer
ST02-004,2025-10-06,0.11,tcgplayer
ST02-004,2025-10-13,0.12,tcgplayer
ST02-004,2025-10-20,0.10,tcgplayer
ST02-004,2025-10-27,0.10,tcgplayer
ST02-004,2025-11-03,0.11,tcgplayer
ST02-004,2025-11-10,0.11,tcgplayer
ST02-004,2025-11-17,0.10,tcgplayer
ST02-004,2025-11-24,0.10,tcgplayer
ST02-004,2025-12-01,0.09,tcgplayer
ST02-004,2025-12-08,0.08,tcgplayer
ST02-004,2025-12-15,0.08,tcgplayer
ST02-004,2025-12-22,0.08,tcgplayer
ST02-004,2025-12-29,0.08,tcgplayer
ST02-004,2026-01-05,0.08,tcgplayer
ST02-004,2026-01-12,0.08,tcgplayer
ST02-004,2026-01-19,0.08,tcgplayer
ST02-004,2026-01-26,0.08,tcgplayer
ST02-004,2026-02-02,0.08,tcgplayer
ST02-004,2026-02-09,0.10,tcgplayer
ST02-004,2026-02-16,0.08,tcgplayer
ST02-004,2026-02-23,0.09,tcgplayer
ST02-004,2026-03-02,0.09,tcgplayer
ST02-004,2026-03-09,0.09,tcgplayer
ST02-004,2026-03-16,0.10,tcgplayer
ST02-004,2026-03-23,0.10,tcgplayer
ST02-004,2026-03-30,0.10,tcgplayer
ST02-004,2026-04-06,0.10,tcgplayer
ST02-004,2026-04-13,0.10,tcgplayer
ST02-004,2026-04-20,0.10,tcgplayer
ST02-004,2026-04-27,0.10,tcgplayer
ST02-004,2026-05-04,0.10,tcgplayer
ST02-004,2026-05-11,0.13,tcgplayer
ST02-004,2026-05-18,0.11,tcgplayer
ST02-004,2026-05-25,0.11,tcgplayer
ST02-004,2026-06-01,0.11,tcgplayer
ST02-004,2026-06-08,0.11,tcgplayer
ST02-004,2026-06-15,0.12,tcgplayer
ST02-004,2026-06-22,0.12,tcgplayer
ST02-004,2026-06-29,0.12,tcgplayer
ST02-004,2026-07-06,0.11,tcgplayer
ST02-004,2026-07-13,0.10,tcgplayer
ST02-004,2026-07-20,0.11,tcgplayer
ST02-004,2026-07-27,0.11,tcgplayer
ST02-004,2026-08-03,0.11,tcgplayer
ST02-004,2026-08-10,0.11,tcgplayer
ST02-004,2026-08-17,0.11,tcgplayer
ST02-004,2026-08-24,0.11,tcgplayer
ST02-004,2026-08-31,0.11,tcgplayer
ST02-004,2026-09-05,0.11,limitless
ST02-004p1,2025-09-08,0.22,tcgplayer
ST02-004p1,2025-09-15,0.22,tcgplayer
ST02-004p1,2025-09-22,0.22,tcgplayer
ST02-004p1,2025-09-29,0.22,tcgplayer
ST02-004p1,2025-10-06,0.23,tcgplayer
ST02-004p1,2025-10-13,0.23,tcgplayer
ST02-004p1,2025-10-20,0.24,tcgplayer
ST02-004p1,2025-10-27,0.19,tcgplayer
ST02-004p1,2025-11-03,0.20,tcgplayer
ST02-004p1,2025-11-10,0.20,tcgplayer
ST02-004p1,2025-11-17,0.20,tcgplayer
ST02-004p1,2025-11-24,0.20,tcgplayer
ST02-004p1,2025-12-01,0.21,tcgplayer
ST02-004p1,2025-12-08,0.21,tcgplayer
ST02-004p1,2025-12-15,0.16,tcgplayer
ST02-004p1,2025-12-22,0.17,tcgplayer
ST02-004p1,2025-12-29,0.19,tcgplayer
ST02-004p1,2026-01-05,0.20,tcgplayer
ST02-004p1,2026-01-12,0.22,tcgplayer
ST02-004p1,2026-01-19,0.22,tcgplayer
ST02-004p1,2026-01-26,0.22,tcgplayer
ST02-004p1,2026-02-02,0.23,tcgplayer
ST02-004p1,2026-02-09,0.23,tcgplayer
ST02-004p1,2026-02-16,0.24,tcgplayer
ST02-004p1,2026-02-23,0.25,tcgplayer
ST02-004p1,2026-03-02,0.25,tcgplayer
ST02-004p1,2026-03-09,0.23,tcgplayer
ST02-004p1,2026-03-16,0.22,tcgplayer
ST02-004p1,2026-03-23,0.22,tcgplayer
ST02-004p1,2026-03-30,0.21,tcgplayer
ST02-004p1,2026-04-06,0.21,tcgplayer
ST02-004p1,2026-04-13,0.22,tcgplayer
ST02-004p1,2026-04-20,0.22,tcgplayer
ST02-004p1,2026-04-27,0.22,tcgplayer
ST02-004p1,2026-05-04,0.22,tcgplayer
ST02-004p1,2026-05-11,0.22,tcgplayer
ST02-004p1,2026-05-18,0.21,tcgplayer
ST02-004p1,2026-05-25,0.21,tcgplayer
ST02-004p1,2026-06-01,0.20,tcgplayer
ST02-004p1,2026-06-08,0.20,tcgplayer
ST02-004p1,2026-06-15,0.21,tcgplayer
ST02-004p1,2026-06-22,0.21,tcgplayer
ST02-004p1,2026-06-29,0.21,tcgplayer
ST02-004p1,2026-07-06,0.19,tcgplayer
ST02-004p1,2026-07-13,0.20,tcgplayer
ST02-004p1,2026-07-20,0.19,tcgplayer
ST02-004p1,2026-07-27,0.19,tcgplayer
ST02-004p1,2026-08-03,0.20,tcgplayer
ST02-004p1,2026-08-10,0.20,tcgplayer
ST02-004p1,2026-08-17,0.20,tcgplayer
ST02-004p1,2026-08-24,0.20,tcgplayer
ST02-004p1,2026-08-31,0.20,tcgplayer
ST02-004p1,2026-09-05,0.20,limitless
ST02-004p2,2025-09-08,0.95,tcgplayer
ST02-004p2,2025-09-15,0.95,tcgplayer
ST02-004p2,2025-09-22,0.95,tcgplayer
ST02-004p2,2025-09-29,0.94,tcgplayer
ST02-004p2,2025-10-06,0.96,tcgplayer
ST02-004p2,2025-10-13,1.19,tcgplayer
ST02-004p2,2025-10-20,1.19,tcgplayer
ST02-004p2,2025-10-27,1.19,tcgplayer
ST02-004p2,2025-11-03,1.19,tcgplayer
ST02-004p2,2025-11-10,1.22,tcgplayer
ST02-004p2,2025-11-17,1.18,tcgplayer
ST02-004p2,2025-11-24,1.12,tcgplayer
ST02-004p2,2025-12-01,1.15,tcgplayer
ST02-004p2,2025-12-08,1.01,tcgplayer
ST02-004p2,2025-12-15,0.97,tcgplayer
ST02-004p2,2025-12-22,0.97,tcgplayer
ST02-004p2,2025-12-29,0.96,tcgplayer
ST02-004p2,2026-01-05,0.95,tcgplayer
ST02-004p2,2026-01-12,0.99,tcgplayer
ST02-004p2,2026-01-19,1.00,tcgplayer
ST02-004p2,2026-01-26,0.98,tcgplayer
ST02-004p2,2026-02-02,0.94,tcgplayer
ST02-004p2,2026-02-09,0.96,tcgplayer
ST02-004p2,2026-02-16,0.94,tcgplayer
ST02-004p2,2026-02-23,0.97,tcgplayer
ST02-004p2,2026-03-02,0.92,tcgplayer
ST02-004p2,2026-03-09,0.98,tcgplayer
ST02-004p2,2026-03-16,0.97,tcgplayer
ST02-004p2,2026-03-23,0.97,tcgplayer
ST02-004p2,2026-03-30,0.98,tcgplayer
ST02-004p2,2026-04-06,0.99,tcgplayer
ST02-004p2,2026-04-13,0.97,tcgplayer
ST02-004p2,2026-04-20,0.97,tcgplayer
ST02-004p2,2026-04-27,0.97,tcgplayer
ST02-004p2,2026-05-04,0.97,tcgplayer
ST02-004p2,2026-05-11,0.98,tcgplayer
ST02-004p2,2026-05-18,0.98,tcgplayer
ST02-004p2,2026-05-25,0.97,tcgplayer
ST02-004p2,2026-06-01,0.97,tcgplayer
ST02-004p2,2026-06-08,0.96,tcgplayer
ST02-004p2,2026-06-15,0.96,tcgplayer
ST02-004p2,2026-06-22,0.97,tcgplayer
ST02-004p2,2026-06-29,0.96,tcgplayer
ST02-004p2,2026-07-06,0.96,tcgplayer
ST02-004p2,2026-07-13,0.97,tcgplayer
ST02-004p2,2026-07-20,0.96,tcgplayer
ST02-004p2,2026-07-27,0.89,tcgplayer
ST02-004p2,2026-08-03,0.88,tcgplayer
ST02-004p2,2026-08-10,0.88,tcgplayer
ST02-004p2,2026-08-17,0.88,tcgplayer
ST02-004p2,2026-08-24,0.88,tcgplayer
ST02-004p2,2026-08-31,0.88,tcgplayer
ST02-004p2,2026-09-05,0.88,limitless
ST02-004p3,2025-09-08,1.91,tcgplayer
ST02-004p3,2025-09-15,1.99,tcgplayer
ST02-004p3,2025-09-22,2.14,tcgplayer
ST02-004p3,2025-09-29,2.24,tcgplayer
ST02-004p3,2025-10-06,2.27,tcgplayer
ST02-004p3,2025-10-13,2.24,tcgplayer
ST02-004p3,2025-10-20,2.22,tcgplayer
ST02-004p3,2025-10-27,2.27,tcgplayer
ST02-004p3,2025-11-03,2.38,tcgplayer
ST02-004p3,2025-11-10,2.37,tcgplayer
ST02-004p3,2025-11-17,2.42,tcgplayer
ST02-004p3,2025-11-24,2.41,tcgplayer
ST02-004p3,2025-12-01,2.26,tcgplayer
ST02-004p3,2025-12-08,2.12,tcgplayer
ST02-004p3,2025-12-15,2.16,tcgplayer
ST02-004p3,2025-12-22,2.36,tcgplayer
ST02-004p3,2025-12-29,2.55,tcgplayer
ST02-004p3,2026-01-05,2.57,tcgplayer
ST02-004p3,2026-01-12,2.61,tcgplayer
ST02-004p3,2026-01-19,2.67,tcgplayer
ST02-004p3,2026-01-26,2.72,tcgplayer
ST02-004p3,2026-02-02,2.83,tcgplayer
ST02-004p3,2026-02-09,2.92,tcgplayer
ST02-004p3,2026-02-16,2.75,tcgplayer
ST02-004p3,2026-02-23,2.57,tcgplayer
ST02-004p3,2026-03-02,2.55,tcgplayer
ST02-004p3,2026-03-09,2.61,tcgplayer
ST02-004p3,2026-03-16,2.55,tcgplayer
ST02-004p3,2026-03-23,2.49,tcgplayer
ST02-004p3,2026-03-30,2.31,tcgplayer
ST02-004p3,2026-04-06,2.16,tcgplayer
ST02-004p3,2026-04-13,1.80,tcgplayer
ST02-004p3,2026-04-20,1.75,tcgplayer
ST02-004p3,2026-04-27,1.75,tcgplayer
ST02-004p3,2026-05-04,1.76,tcgplayer
ST02-004p3,2026-05-11,1.80,tcgplayer
ST02-004p3,2026-05-18,1.80,tcgplayer
ST02-004p3,2026-05-25,1.80,tcgplayer
ST02-004p3,2026-06-01,1.81,tcgplayer
ST02-004p3,2026-06-08,1.76,tcgplayer
ST02-004p3,2026-06-15,1.69,tcgplayer
ST02-004p3,2026-06-22,1.75,tcgplayer
ST02-004p3,2026-06-29,1.75,tcgplayer
ST02-004p3,2026-07-06,1.77,tcgplayer
ST02-004p3,2026-07-13,1.87,tcgplayer
ST02-004p3,2026-07-20,1.90,tcgplayer
ST02-004p3,2026-07-27,1.85,tcgplayer
ST02-004p3,2026-08-03,1.72,tcgplayer
ST02-004p3,2026-08-10,1.73,tcgplayer
ST02-004p3,2026-08-17,1.61,tcgplayer
ST02-004p3,2026-08-24,1.64,tcgplayer
ST02-004p3,2026-08-31,1.68,tcgplayer
ST02-004p3,2026-09-05,1.68,limitless
ST03-005,2025-09-08,0.10,tcgplayer
ST03-005,2025-09-15,0.11,tcgplayer
ST03-005,2025-09-22,0.11,tcgplayer
ST03-005,2025-09-29,0.10,tcgplayer
ST03-005,2025-10-06,0.11,tcgplayer
ST03-005,2025-10-13,0.09,tcgplayer
ST03-005,2025-10-20,0.09,tcgplayer
ST03-005,2025-10-27,0.08,tcgplayer
ST03-005,2025-11-03,0.08,tcgplayer
ST03-005,2025-11-10,0.09,tcgplayer
ST03-005,2025-11-17,0.09,tcgplayer
ST03-005,2025-11-24,0.10,tcgplayer
ST03-005,2025-12-01,0.11,tcgplayer
ST03-005,2025-12-08,0.13,tcgplayer
ST03-005,2025-12-15,0.12,tcgplayer
ST03-005,2025-12-22,0.12,tcgplayer
ST03-005,2025-12-29,0.12,tcgplayer
ST03-005,2026-01-05,0.12,tcgplayer
ST03-005,2026-01-12,0.11,tcgplayer
ST03-005,2026-01-19,0.11,tcgplayer
ST03-005,2026-01-26,0.11,tcgplayer
ST03-005,2026-02-02,0.10,tcgplayer
ST03-005,2026-02-09,0.10,tcgplayer
ST03-005,2026-02-16,0.10,tcgplayer
ST03-005,2026-02-23,0.10,tcgplayer
ST03-005,2026-03-02,0.11,tcgplayer
ST03-005,2026-03-09,0.11,tcgplayer
ST03-005,2026-03-16,0.10,tcgplayer
ST03-005,2026-03-23,0.11,tcgplayer
ST03-005,2026-03-30,0.11,tcgplayer
ST03-005,2026-04-06,0.11,tcgplayer
ST03-005,2026-04-13,0.10,tcgplayer
ST03-005,2026-04-20,0.09,tcgplayer
ST03-005,2026-04-27,0.10,tcgplayer
ST03-005,2026-05-04,0.12,tcgplayer
ST03-005,2026-05-11,0.12,tcgplayer
ST03-005,2026-05-18,0.12,tcgplayer
ST03-005,2026-05-25,0.11,tcgplayer
ST03-005,2026-06-01,0.10,tcgplayer
ST03-005,2026-06-08,0.11,tcgplayer
ST03-005,2026-06-15,0.11,tcgplayer
ST03-005,2026-06-22,0.11,tcgplayer
ST03-005,2026-06-29,0.11,tcgplayer
ST03-005,2026-07-06,0.12,tcgplayer
ST03-005,2026-07-13,0.12,tcgplayer
ST03-005,2026-07-20,0.12,tcgplayer
ST03-005,2026-07-27,0.12,tcgplayer
ST03-005,2026-08-03,0.13,tcgplayer
ST03-005,2026-08-10,0.11,tcgplayer
ST03-005,2026-08-17,0.12,tcgplayer
ST03-005,2026-08-24,0.12,tcgplayer
ST03-005,2026-08-31,0.13,tcgplayer
ST03-005,2026-09-05,0.13,limitless
ST03-005p4,2025-09-08,0.24,tcgplayer
ST03-005p4,2025-09-15,0.23,tcgplayer
ST03-005p4,2025-09-22,0.23,tcgplayer
ST03-005p4,2025-09-29,0.24,tcgplayer
ST03-005p4,2025-10-06,0.24,tcgplayer
ST03-005p4,2025-10-13,0.25,tcgplayer
ST03-005p4,2025-10-20,0.25,tcgplayer
ST03-005p4,2025-10-27,0.23,tcgplayer
ST03-005p4,2025-11-03,0.23,tcgplayer
ST03-005p4,2025-11-10,0.23,tcgplayer
ST03-005p4,2025-11-17,0.23,tcgplayer
ST03-005p4,2025-11-24,0.21,tcgplayer
ST03-005p4,2025-12-01,0.20,tcgplayer
ST03-005p4,2025-12-08,0.21,tcgplayer
ST03-005p4,2025-12-15,0.21,tcgplayer
ST03-005p4,2025-12-22,0.20,tcgplayer
ST03-005p4,2025-12-29,0.22,tcgplayer
ST03-005p4,2026-01-05,0.22,tcgplayer
ST03-005p4,2026-01-12,0.24,tcgplayer
ST03-005p4,2026-01-19,0.24,tcgplayer
ST03-005p4,2026-01-26,0.24,tcgplayer
ST03-005p4,2026-02-02,0.24,tcgplayer
ST03-005p4,2026-02-09,0.23,tcgplayer
ST03-005p4,2026-02-16,0.25,tcgplayer
ST03-005p4,2026-02-23,0.24,tcgplayer
ST03-005p4,2026-03-02,0.23,tcgplayer
ST03-005p4,2026-03-09,0.23,tcgplayer
ST03-005p4,2026-03-16,0.24,tcgplayer
ST03-005p4,2026-03-23,0.29,tcgplayer
ST03-005p4,2026-03-30,0.29,tcgplayer
ST03-005p4,2026-04-06,0.28,tcgplayer
ST03-005p4,2026-04-13,0.29,tcgplayer
ST03-005p4,2026-04-20,0.30,tcgplayer
ST03-005p4,2026-04-27,0.27,tcgplayer
ST03-005p4,2026-05-04,0.28,tcgplayer
ST03-005p4,2026-05-11,0.29,tcgplayer
ST03-005p4,2026-05-18,0.29,tcgplayer
ST03-005p4,2026-05-25,0.33,tcgplayer
ST03-005p4,2026-06-01,0.31,tcgplayer
ST03-005p4,2026-06-08,0.31,tcgplayer
ST03-005p4,2026-06-15,0.31,tcgplayer
ST03-005p4,2026-06-22,0.32,tcgplayer
ST03-005p4,2026-06-29,0.30,tcgplayer
ST03-005p4,2026-07-06,0.29,tcgplayer
ST03-005p4,2026-07-13,0.27,tcgplayer
ST03-005p4,2026-07-20,0.34,tcgplayer
ST03-005p4,2026-07-27,0.34,tcgplayer
ST03-005p4,2026-08-03,0.33,tcgplayer
ST03-005p4,2026-08-10,0.33,tcgplayer
ST03-005p4,2026-08-17,0.35,tcgplayer
ST03-005p4,2026-08-24,0.33,tcgplayer
ST03-005p4,2026-08-31,0.35,tcgplayer
ST03-005p4,2026-09-05,0.35,limitless
ST03-005p5,2025-09-08,3.85,tcgplayer
ST03-005p5,2025-09-15,3.85,tcgplayer
ST03-005p5,2025-09-22,3.81,tcgplayer
ST03-005p5,2025-09-29,3.62,tcgplayer
ST03-005p5,2025-10-06,3.64,tcgplayer
ST03-005p5,2025-10-13,3.73,tcgplayer
ST03-005p5,2025-10-20,3.76,tcgplayer
ST03-005p5,2025-10-27,3.65,tcgplayer
ST03-005p5,2025-11-03,3.56,tcgplayer
ST03-005p5,2025-11-10,3.43,tcgplayer
ST03-005p5,2025-11-17,3.35,tcgplayer
ST03-005p5,2025-11-24,3.47,tcgplayer
ST03-005p5,2025-12-01,3.36,tcgplayer
ST03-005p5,2025-12-08,3.45,tcgplayer
ST03-005p5,2025-12-15,3.41,tcgplayer
ST03-005p5,2025-12-22,4.58,tcgplayer
ST03-005p5,2025-12-29,5.20,tcgplayer
ST03-005p5,2026-01-05,7.11,tcgplayer
ST03-005p5,2026-01-12,8.70,tcgplayer
ST03-005p5,2026-01-19,8.85,tcgplayer
ST03-005p5,2026-01-26,9.53,tcgplayer
ST03-005p5,2026-02-02,9.78,tcgplayer
ST03-005p5,2026-02-09,9.97,tcgplayer
ST03-005p5,2026-02-16,10.02,tcgplayer
ST03-005p5,2026-02-23,9.96,tcgplayer
ST03-005p5,2026-03-02,10.06,tcgplayer
ST03-005p5,2026-03-09,9.96,tcgplayer
ST03-005p5,2026-03-16,9.40,tcgplayer
ST03-005p5,2026-03-23,9.32,tcgplayer
ST03-005p5,2026-03-30,9.50,tcgplayer
ST03-005p5,2026-04-06,9.44,tcgplayer
ST03-005p5,2026-04-13,9.44,tcgplayer
ST03-005p5,2026-04-20,9.47,tcgplayer
ST03-005p5,2026-04-27,9.28,tcgplayer
ST03-005p5,2026-05-04,9.28,tcgplayer
ST03-005p5,2026-05-11,9.16,tcgplayer
ST03-005p5,2026-05-18,9.16,tcgplayer
ST03-005p5,2026-05-25,8.96,tcgplayer
ST03-005p5,2026-06-01,8.94,tcgplayer
ST03-005p5,2026-06-08,8.92,tcgplayer
ST03-005p5,2026-06-15,8.65,tcgplayer
ST03-005p5,2026-06-22,10.01,tcgplayer
ST03-005p5,2026-06-29,10.98,tcgplayer
ST03-005p5,2026-07-06,10.98,tcgplayer
ST03-005p5,2026-07-13,11.10,tcgplayer
ST03-005p5,2026-07-20,11.10,tcgplayer
ST03-005p5,2026-07-27,11.21,tcgplayer
ST03-005p5,2026-08-03,11.38,tcgplayer
ST03-005p5,2026-08-10,11.38,tcgplayer
ST03-005p5,2026-08-17,11.45,tcgplayer
ST03-005p5,2026-08-24,11.55,tcgplayer
ST03-005p5,2026-08-31,11.55,tcgplayer
ST03-005p5,2026-09-05,11.55,limitless
ST03-008,2025-09-08,0.13,tcgplayer
ST03-008,2025-09-15,0.13,tcgplayer
ST03-008,2025-09-22,0.16,tcgplayer
ST03-008,2025-09-29,0.11,tcgplayer
ST03-008,2025-10-06,0.14,tcgplayer
ST03-008,2025-10-13,0.16,tcgplayer
ST03-008,2025-10-20,0.15,tcgplayer
ST03-008,2025-10-27,0.17,tcgplayer
ST03-008,2025-11-03,0.13,tcgplayer
ST03-008,2025-11-10,0.14,tcgplayer
ST03-008,2025-11-17,0.14,tcgplayer
ST03-008,2025-11-24,0.13,tcgplayer
ST03-008,2025-12-01,0.11,tcgplayer
ST03-008,2025-12-08,0.09,tcgplayer
ST03-008,2025-12-15,0.11,tcgplayer
ST03-008,2025-12-22,0.13,tcgplayer
ST03-008,2025-12-29,0.13,tcgplayer
ST03-008,2026-01-05,0.12,tcgplayer
ST03-008,2026-01-12,0.12,tcgplayer
ST03-008,2026-01-19,0.13,tcgplayer
ST03-008,2026-01-26,0.13,tcgplayer
ST03-008,2026-02-02,0.13,tcgplayer
ST03-008,2026-02-09,0.13,tcgplayer
ST03-008,2026-02-16,0.13,tcgplayer
ST03-008,2026-02-23,0.13,tcgplayer
ST03-008,2026-03-02,0.13,tcgplayer
ST03-008,2026-03-09,0.13,tcgplayer
ST03-008,2026-03-16,0.13,tcgplayer
ST03-008,2026-03-23,0.12,tcgplayer
ST03-008,2026-03-30,0.13,tcgplayer
ST03-008,2026-04-06,0.13,tcgplayer
ST03-008,2026-04-13,0.13,tcgplayer
ST03-008,2026-04-20,0.13,tcgplayer
ST03-008,2026-04-27,0.13,tcgplayer
ST03-008,2026-05-04,0.14,tcgplayer
ST03-008,2026-05-11,0.13,tcgplayer
ST03-008,2026-05-18,0.14,tcgplayer
ST03-008,2026-05-25,0.14,tcgplayer
ST03-008,2026-06-01,0.14,tcgplayer
ST03-008,2026-06-08,0.13,tcgplayer
ST03-008,2026-06-15,0.13,tcgplayer
ST03-008,2026-06-22,0.11,tcgplayer
ST03-008,2026-06-29,0.14,tcgplayer
ST03-008,2026-07-06,0.14,tcgplayer
ST03-008,2026-07-13,0.14,tcgplayer
ST03-008,2026-07-20,0.16,tcgplayer
ST03-008,2026-07-27,0.17,tcgplayer
ST03-008,2026-08-03,0.15,tcgplayer
ST03-008,2026-08-10,0.15,tcgplayer
ST03-008,2026-08-17,0.16,tcgplayer
ST03-008,2026-08-24,0.15,tcgplayer
ST03-008,2026-08-31,0.15,tcgplayer
ST03-008,2026-09-05,0.14,limitless
ST03-008p6,2025-09-08,0.32,tcgplayer
ST03-008p6,2025-09-15,0.34,tcgplayer
ST03-008p6,2025-09-22,0.33,tcgplayer
ST03-008p6,2025-09-29,0.33,tcgplayer
ST03-008p6,2025-10-06,0.34,tcgplayer
ST03-008p6,2025-10-13,0.36,tcgplayer
ST03-008p6,2025-10-20,0.33,tcgplayer
ST03-008p6,2025-10-27,0.32,tcgplayer
ST03-008p6,2025-11-03,0.32,tcgplayer
ST03-008p6,2025-11-10,0.32,tcgplayer
ST03-008p6,2025-11-17,0.32,tcgplayer
ST03-008p6,2025-11-24,0.35,tcgplayer
ST03-008p6,2025-12-01,0.34,tcgplayer
ST03-008p6,2025-12-08,0.33,tcgplayer
ST03-008p6,2025-12-15,0.32,tcgplayer
ST03-008p6,2025-12-22,0.27,tcgplayer
ST03-008p6,2025-12-29,0.27,tcgplayer
ST03-008p6,2026-01-05,0.28,tcgplayer
ST03-008p6,2026-01-12,0.31,tcgplayer
ST03-008p6,2026-01-19,0.32,tcgplayer
ST03-008p6,2026-01-26,0.32,tcgplayer
ST03-008p6,2026-02-02,0.33,tcgplayer
ST03-008p6,2026-02-09,0.32,tcgplayer
ST03-008p6,2026-02-16,0.32,tcgplayer
ST03-008p6,2026-02-23,0.32,tcgplayer
ST03-008p6,2026-03-02,0.32,tcgplayer
ST03-008p6,2026-03-09,0.30,tcgplayer
ST03-008p6,2026-03-16,0.30,tcgplayer
ST03-008p6,2026-03-23,0.32,tcgplayer
ST03-008p6,2026-03-30,0.36,tcgplayer
ST03-008p6,2026-04-06,0.37,tcgplayer
ST03-008p6,2026-04-13,0.39,tcgplayer
ST03-008p6,2026-04-20,0.36,tcgplayer
ST03-008p6,2026-04-27,0.39,tcgplayer
ST03-008p6,2026-05-04,0.41,tcgplayer
ST03-008p6,2026-05-11,0.41,tcgplayer
ST03-008p6,2026-05-18,0.43,tcgplayer
ST03-008p6,2026-05-25,0.44,tcgplayer
ST03-008p6,2026-06-01,0.41,tcgplayer
ST03-008p6,2026-06-08,0.56,tcgplayer
ST03-008p6,2026-06-15,0.58,tcgplayer
ST03-008p6,2026-06-22,0.61,tcgplayer
ST03-008p6,2026-06-29,0.63,tcgplayer
ST03-008p6,2026-07-06,0.64,tcgplayer
ST03-008p6,2026-07-13,0.45,tcgplayer
ST03-008p6,2026-07-20,0.41,tcgplayer
ST03-008p6,2026-07-27,0.42,tcgplayer
ST03-008p6,2026-08-03,0.40,tcgplayer
ST03-008p6,2026-08-10,0.40,tcgplayer
ST03-008p6,2026-08-17,0.39,tcgplayer
ST03-008p6,2026-08-24,0.39,tcgplayer
ST03-008p6,2026-08-31,0.40,tcgplayer
ST03-008p6,2026-09-05,0.40,limitless
ST03-008p7,2025-09-08,5.74,tcgplayer
ST03-008p7,2025-09-15,5.91,tcgplayer
ST03-008p7,2025-09-22,5.87,tcgplayer
ST03-008p7,2025-09-29,5.85,tcgplayer
ST03-008p7,2025-10-06,5.93,tcgplayer
ST03-008p7,2025-10-13,5.95,tcgplayer
ST03-008p7,2025-10-20,5.86,tcgplayer
ST03-008p7,2025-10-27,5.79,tcgplayer
ST03-008p7,2025-11-03,5.72,tcgplayer
ST03-008p7,2025-11-10,5.69,tcgplayer
ST03-008p7,2025-11-17,5.67,tcgplayer
ST03-008p7,2025-11-24,5.67,tcgplayer
ST03-008p7,2025-12-01,5.72,tcgplayer
ST03-008p7,2025-12-08,6.50,tcgplayer
ST03-008p7,2025-12-15,6.78,tcgplayer
ST03-008p7,2025-12-22,7.29,tcgplayer
ST03-008p7,2025-12-29,7.91,tcgplayer
ST03-008p7,2026-01-05,8.82,tcgplayer
ST03-008p7,2026-01-12,9.60,tcgplayer
ST03-008p7,2026-01-19,9.77,tcgplayer
ST03-008p7,2026-01-26,9.83,tcgplayer
ST03-008p7,2026-02-02,9.91,tcgplayer
ST03-008p7,2026-02-09,10.34,tcgplayer
ST03-008p7,2026-02-16,10.35,tcgplayer
ST03-008p7,2026-02-23,10.52,tcgplayer
ST03-008p7,2026-03-02,10.44,tcgplayer
ST03-008p7,2026-03-09,10.13,tcgplayer
ST03-008p7,2026-03-16,10.02,tcgplayer
ST03-008p7,2026-03-23,9.94,tcgplayer
ST03-008p7,2026-03-30,9.39,tcgplayer
ST03-008p7,2026-04-06,8.88,tcgplayer
ST03-008p7,2026-04-13,8.84,tcgplayer
ST03-008p7,2026-04-20,8.62,tcgplayer
ST03-008p7,2026-04-27,8.62,tcgplayer
ST03-008p7,2026-05-04,8.49,tcgplayer
ST03-008p7,2026-05-11,8.33,tcgplayer
ST03-008p7,2026-05-18,8.31,tcgplayer
ST03-008p7,2026-05-25,8.31,tcgplayer
ST03-008p7,2026-06-01,8.33,tcgplayer
ST03-008p7,2026-06-08,8.30,tcgplayer
ST03-008p7,2026-06-15,8.35,tcgplayer
ST03-008p7,2026-06-22,8.39,tcgplayer
ST03-008p7,2026-06-29,8.50,tcgplayer
ST03-008p7,2026-07-06,8.54,tcgplayer
ST03-008p7,2026-07-13,8.55,tcgplayer
ST03-008p7,2026-07-20,8.62,tcgplayer
ST03-008p7,2026-07-27,8.64,tcgplayer
ST03-008p7,2026-08-03,8.54,tcgplayer
ST03-008p7,2026-08-10,8.46,tcgplayer
ST03-008p7,2026-08-17,8.48,tcgplayer
ST03-008p7,2026-08-24,8.37,tcgplayer
ST03-008p7,2026-08-31,8.37,tcgplayer
ST03-008p7,2026-09-05,8.37,limitless
ST03-013,2025-09-08,0.17,tcgplayer
ST03-013,2025-09-15,0.21,tcgplayer
ST03-013,2025-09-22,0.19,tcgplayer
ST03-013,2025-09-29,0.18,tcgplayer
ST03-013,2025-10-06,0.19,tcgplayer
ST03-013,2025-10-13,0.15,tcgplayer
ST03-013,2025-10-20,0.12,tcgplayer
ST03-013,2025-10-27,0.13,tcgplayer
ST03-013,2025-11-03,0.15,tcgplayer
ST03-013,2025-11-10,0.17,tcgplayer
ST03-013,2025-11-17,0.14,tcgplayer
ST03-013,2025-11-24,0.14,tcgplayer
ST03-013,2025-12-01,0.20,tcgplayer
ST03-013,2025-12-08,0.15,tcgplayer
